Dept,#,Sec,Term Part,CRN,TITLE,Approval Required,Cross Listed,Max Enroll,Actual Enroll,Faculty,Credits,Days1,Time1,Loc1,Days2,Time2,Loc2,Days3,Time3,Loc3,Notes
IS,201,1,1,10516,PERSPECT MOD GLOBAL SOCIETY,,,35,0,Andrea Lanoux,4,M W F,1315-1430,,,-,,,-,,.
CRT,201,1,1,10272,THEMATIC INQUIRY,Y,,28,0,Greg Bailey,4,M   F,1150-1305,,,-,,,-,,.
ENT,201,1,1,10473,THEMATIC INQUIRY,Y,,28,0,Noel Garrett,4,M,1315-1600,,,-,,,-,,.
ENT,201L,1,1,10474,THEMATIC INQUIRY,Y,,28,0,Noel Garrett,0,W,1800-2000,,,-,,,-,,.
GC,201,1,1,10100,THEMATIC INQUIRY,Y,,28,0,Sarah Queen,4,T R,1150-1305,,,-,,,-,,.
PAX,201,1,1,10099,THEMATIC INQUIRY,Y,,28,0,Catherine Stock,4,T R,1150-1305,,,-,,,-,,.
PK,201,1,1,10444,THEMATIC INQUIRY,,,28,0,Manali Sheth,4,T R,0900-1015,,,-,,,-,,.
SJS,201,1,1,10523,THEMATIC INQUIRY,Y,,28,0,Julia Kushigian,4,M W,0900-1015,,,-,,,-,,.
ITL,102,1,1,10348,ELEMENTARY ITALIAN,,,18,0,Frida Morelli,4,M W F,0900-0950,,,-,,,-,,.
ITL,102,2,1,10349,ELEMENTARY ITALIAN,,,18,0,Frida Morelli,4,M W F,1025-1115,,,-,,,-,,.
ITL,102,3,1,10350,ELEMENTARY ITALIAN,,,18,0,Matteo Pace,4,MT R,1150-1240,,,-,,,-,,.
ITL,102,4,1,10351,ELEMENTARY ITALIAN,,,18,0,Matteo Pace,4,M W F,1445-1535,,,-,,,-,,.
ITL,102,5,1,10352,ELEMENTARY ITALIAN,,,18,0,Matteo Pace,4,M WR,1315-1405,,,-,,,-,,.
ITL,202,1,1,10353,INTERMEDIATE ITALIAN II,,,18,0,Paola Sica,4,M W,1315-1430,,,-,,,-,,.
ITL,250,1,1,10354,ITALIAN IN THE WORKPLACE,,,18,0,Frida Morelli,4,M W,1315-1430,,,-,,,-,,.
ITL,304F,1,1,10573,BODY&LOVE: MIDDLE AGES (ITL),,,18,0,,1,,-,,,-,,,-,,.
ITL,402F,1,1,10572,CREATIVITY & MODERN AGE (ITL),,,18,0,,1,,-,,,-,,,-,,.
ITL,416,1,1,10593,ITALIAN FILM & LITERATURE,,Y,16,0,Paola Sica,4,T,1315-1600,,,-,,,-,,.
JPN,102,1,1,10052,INTENSIVE ELEM JAPANESE,,,18,0,Hisae Kobayashi,6,MTWR,0900-1015,,F,-,,,-,,.
JPN,202,1,1,10101,INTERMEDIATE JAPANESE,,,18,0,Hisae Kobayashi,5,M  R,1025-1140,WDW   105,T  F,1025-1115,WDW   105,,-,,.
JS,232,1,1,10087,LATER MIDDLE AGES,,Y,28,0,Frederick Paxton,4,T R,1315-1430,,,-,,,-,,.
JS,248,1,1,10475,HOLOCAUST/POST-HOL RESPONSES,,Y,28,0,Sharon Portnoff,4,T R,1445-1600,,,-,,,-,,.
JS,425,1,1,10477,ANTISEMITISM,,Y,16,0,Sharon Portnoff,4,T R,1025-1140,,,-,,,-,,.
LAT,102,1,1,10048,ELEMENTARY LATIN II,,,18,0,. To Be Assigned,5,M W F,0900-1015,,,-,,,-,,.
LAT,202,1,1,10050,INTERMEDIATE LATIN II,,,18,0,Abbe Walker,4,M W,1315-1430,,,-,,,-,,.
LA,103,1,2,10524,CAREER PREPARATION,,,20,0,Deb Brunetti,1,M,1150-1305,,,-,,,-,,.
LA,103,10,3,10534,CAREER PREPARATION,,,20,0,Dot Wang,1,F,1025-1140,,,-,,,-,,.
LA,103,2,2,10525,CAREER PREPARATION,,,20,0,Lori Balantic,1,T,0900-1025,,,-,,,-,,.
LA,103,3,2,10526,CAREER PREPARATION,,,20,0,Cheryl Banker,1,T,1615-1730,,,-,,,-,,.
LA,103,4,2,10527,CAREER PREPARATION,,,20,0,Persephone Hall,1,R,1615-1730,,,-,,,-,,.
LA,103,5,2,10528,CAREER PREPARATION,,,20,0,Dot Wang,1,F,1025-1140,,,-,,,-,,.
LA,103,6,3,10529,CAREER PREPARATION,,,20,0,Deb Brunetti,1,M,1150-1305,,,-,,,-,,.
LA,103,7,3,10530,CAREER PREPARATION,,,20,0,Cheryl Banker,1,T,0900-1015,,,-,,,-,,.
LA,103,8,3,10532,CAREER PREPARATION,,,20,0,Lori Balantic,1,R,0900-1015,,,-,,,-,,.
LA,103,9,3,10533,CAREER PREPARATION,,,20,0,Persephone Hall,1,R,1615-1730,,,-,,,-,,.
LIN,110,1,1,10002,INTRO TO LANGUAGE AND MIND,,Y,38,0,Tek-wah King,4,M W,0900-1015,,,-,,,-,,.
MAT,108,1,1,10079,MATHEMATICS OF MONEY,,,28,0,Vincent Thompson,4,T R,0900-1015,,,-,,,-,,.
MAT,108,2,1,10080,MATHEMATICS OF MONEY,,,28,0,Vincent Thompson,4,T R,1025-1140,,,-,,,-,,.
MAT,110,1,1,10081,CC: NETWORKS & THEIR APPLCTNS,,,25,0,Kathy McKeon,4,M W,1445-1600,,,-,,,-,,.
MAT,111,1,1,10082,CALC A: LIMITS AND DERIVATIVES,,,28,0,. To Be Assigned,4,M W,1900-2050,,,-,,,-,,.
MAT,112,1,1,10083,CALC B: DERIVATIVES/INTEGRALS,,,28,0,. To Be Assigned,4,M W F,1315-1430,,,-,,,-,,.
MAT,113,1,1,10084,CALC C: INTEGRALS AND SERIES,,,28,0,Vincent Thompson,4,M W F,1315-1430,,,-,,,-,,.
MAT,210,1,1,10085,DISCRETE MATHEMATICS,,,28,0,Augustine O'Keefe,4,T R,1025-1140,,,-,,,-,,.
MAT,210,2,1,10119,DISCRETE MATHEMATICS,,,28,0,Augustine O'Keefe,4,T R,1150-1305,,,-,,,-,,.
MAT,212,1,1,10121,MULTIVARIABLE CALCULUS,,,28,0,Warren Johnson,4,M W,1025-1140,,,-,,,-,,.
MAT,226,1,1,10120,LINEAR ALGEBRA,,,28,0,Warren Johnson,4,T R,1150-1305,,,-,,,-,,.
MAT,303,1,1,10122,ABSTRACT ALGEBRA I,,,28,0,Augustine O'Keefe,4,M W,1025-1140,,,-,,,-,,.
MAT,316,1,1,10123,PROBABILITY,,,28,0,Kathy McKeon,4,M W,0900-1015,,,-,,,-,,.
MAT,402,1,1,10124,REAL ANALYSIS II,,,28,0,Christopher Hammond,4,T R,0900-1015,,,-,,,-,,.
MAT,495,1,1,10125,SEMINAR IN MATHEMATICS,,,16,0,. To Be Assigned,2,T R,1445-1600,,,-,,,-,,.
MUS,115,1,1,10317,INTRO INSTRUMENTAL/VOCAL STUDY,Y,,38,0,. To Be Assigned,1,,-,,,-,,,-,,.
MUS,118,1,1,10319,PIANO PROFICIENCY FOR MAJORS,Y,,38,0,. To Be Assigned,1,,-,,,-,,,-,,.
MUS,130,1,1,10322,CC: FOUNDATION OF MUSIC THEORY,,,20,0,Dale Wilson,4,T RF,1025-1140,CUM   224,,-,,,-,,.
MUS,206,1,1,10330,"THEORY I:HARMONY,MELODY,RHYTHM",,,18,0,Midge Thomas,4,T R,1025-1240,CUM   225,,-,,,-,,.
MUS,215,1,1,10331,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,. To Be Assigned,2,,-,,,-,,,-,,.
MUS,218,1,1,10332,SERVICE-LEARNING PRACTICUM,,,28,0,Midge Thomas,2,,-,,,-,,,-,,.
MUS,220A,1,1,10333,CAMEL HEARD,Y,,38,0,Wendy Moy,1,T R,1615-1745,CUM   OLIVA,,-,,,-,,.
MUS,220B,1,1,10334,CHORALE,Y,,38,0,Wendy Moy,1,T R,1800-1900,CUM   OLIVA,,-,,,-,,.
MUS,220C,1,1,10335,CONCERT BAND,Y,,38,0,Gary Buttery,1,M W,1900-2100,CUM   EVANS HALL,,-,,,-,,.
MUS,220D,1,1,10336,JAZZ ENSEMBLE,Y,,38,0,Gary Buttery,1,M W,1600-1800,CUM   EVANS HALL,,-,,,-,,.
MUS,220E,1,2,10337,MUSICAL THEATER ENSEMBLE,Y,Y,38,0,. To Be Assigned,1,,-,,,-,,,-,,.
MUS,220F,1,1,10339,ORCHESTRA,Y,,38,0,. To Be Assigned,1,,-,CUM   EVANS HALL,,-,,,-,,.
MUS,220G,1,1,10340,NEW MUSIC CHAMBER ENSEMBLE,Y,,38,0,Peter Jarvis,1,,-,,,-,,,-,,.
MUS,220H,1,1,10341,CHAMBER MUSIC,Y,,38,0,. To Be Assigned,1,,-,,,-,,,-,,.
MUS,248,1,1,10342,WESTERN MUS 2:MOZART TO MODERN,,,28,0,. To Be Assigned,4,,-,,,-,,,-,,.
MUS,304,1,1,10343,ELECTROACOUSTIC MUSIC II,,Y,15,0,Andrew Greenwald,4,M W,1315-1430,CUM   108,,-,,,-,,.
MUS,308,1,1,10345,METHODS IN MUSIC EDUCATION,,,18,0,Wendy Moy,4,T R,1315-1430,CUM   224,,-,,,-,,.
MUS,324,1,1,10590,JAZZ HARMONY,,,18,0,Dale Wilson,4,T R,1150-1305,CUM   224,,-,,,-,,.
MUS,332,1,1,10346,COMPOSITION II,,,18,0,Andrew Greenwald,4,M W,1025-1140,CUM   108,,-,,,-,,.
MUS,415,1,1,10347,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,. To Be Assigned,4,,-,,,-,,,-,,.
MUS,493A,1,1,10591,CHINESE MUSIC & THEATER,,,16,0,Dale Wilson,4,T R,1445-1600,CUM   224,,-,,,-,,.
PHI,101,1,1,10030,INTRODUCTION TO PHILOSOPHY,,,28,0,Andrew Pessin,4,T R,1025-1140,,,-,,,-,,.
PHI,101,2,1,10031,INTRODUCTION TO PHILOSOPHY,,,28,0,Lindsay Crawford,4,T R,1445-1600,,,-,,,-,,.
PHI,201,1,1,10032,HIST OF ANCIENT PHILOSOPHY,,,28,0,Larry Vogel,4,M W,1025-1140,,,-,,,-,,.
PHI,206,1,1,10033,EXISTENTIAL PHILOSOPHY,,,28,0,Larry Vogel,4,T R,1315-1430,,,-,,,-,,.
PHI,228,1,1,10037,ENVIRONMENTAL PHILOSOPHY,,Y,25,0,Derek Turner,4,M W,1315-1430,,,-,,,-,,.
PHI,244,1,1,10016,MODERN POLITICAL THOUGHT,,Y,28,0,John Coats,4,T R,1315-1600,,,-,,,-,,.
PHI,277,1,1,10034,BURNING RELIGIOUS CONTROVERSY,,,28,0,Andrew Pessin,4,T R,1150-1305,,,-,,,-,,.
PHI,320,1,1,10038,DARWIN & EVOLUTNRY THOUGHT,,,28,0,Derek Turner,4,M W,0900-1015,,,-,,,-,,.
PHE,101C,1,1,10584,GOLF I,,,12,0,Mike MacDonald,1,T R,1445-1535,,,-,,,-,,.
PHE,101F,1,2,10414,INTERMEDIATE SWIMMING,,,12,0,Matthew Anderson,1,M W,1100-1150,,,-,,,-,,.
PHE,101G,1,2,10424,FITNESS I,,,18,0,William Wuyke,1,M W,0900-0950,,,-,,,-,,.
PHE,101G,2,2,10435,FITNESS I,,,18,0,Reuben Burk,1,M W,1445-1535,,,-,,,-,,.
PHE,101G,3,3,10436,FITNESS I,,,18,0,Reuben Burk,1,T R,1445-1535,,,-,,,-,,.
PHE,101M,1,2,10434,BEGINNING SQUASH,,,10,0,Mike MacDonald,1,T R,1445-1535,,,-,,,-,,.
PHE,101P,1,2,10415,INTERMEDIATE TENNIS,,,10,0,Christopher O'Brien,1,M   F,1150-1240,,,-,,,-,,.
PHE,101R,1,1,10416,RIDING,,,100,0,Christopher O'Brien,1,,-,,,-,,,-,,.
PHE,101S,1,1,10417,ADV BEGINNING RIDING,,,100,0,Christopher O'Brien,1,,-,,,-,,,-,,.
PHE,101T,1,1,10418,INTERMEDIATE RIDING,,,100,0,Christopher O'Brien,1,,-,,,-,,,-,,.
PHE,101V,1,1,10419,ADVANCED EQUITATION,,,100,0,Christopher O'Brien,1,,-,,,-,,,-,,.
PHE,101Z,1,2,10420,SKATING,,,18,0,Jim Ward,1,M W,1025-1115,,,-,,,-,,.
PHE,101Z,2,2,10421,SKATING,,,18,0,Kristin Steele,1,T R,1025-1115,,,-,,,-,,.
PHE,102B,1,2,10422,INDOOR ROWING,,,16,0,Richard Ricci,1,T R,1200-1250,,,-,,,-,,.
PHE,102O,1,2,10423,ROCK CLIMBING,,,6,0,Norm Riker,1,W,1315-1455,,,-,,,-,,.
PHE,104G,1,3,10431,FITNESS II,,,18,0,William Wuyke,1,M W,0900-0950,,,-,,,-,,.
PHE,104G,2,3,10432,FITNESS II,,,18,0,Christina Chappell,1,T R,1100-1150,,,-,,,-,,.
PHE,105E,1,2,10425,SCUBA DIVING,,,14,0,Christopher O'Brien,1,M W,1800-2200,,,-,,,-,,.
PHE,105E,2,3,10426,SCUBA DIVING,,,14,0,Christopher O'Brien,1,M,1800-2200,,,-,,,-,,.
PHE,110,1,3,10433,SPORTS LEADERSHIP,,,40,0,Mike MacDonald,2,T R,1100-1150,,,-,,,-,,.
PHE,124,1,1,10427,ESSENTIALS FITNESS/WELLNESS,,,25,0,Norm Riker,4,T R,1150-1305,,,-,,,-,,.
PHE,130,1,1,10428,THEORY OF COACHING,,,24,0,Luke Maher Ned Bishop,4,T R,0900-1015,,,-,,,-,,.
PHE,135,1,3,10429,STRESS MANAGEMENT,,,18,0,Christina Chappell,1,T R,1025-1115,,,-,,,-,,.
PHE,221,1,1,10430,CONTEMPORARY ISSUES IN SPORT,,,18,0,Jim Ward,4,T R,1315-1430,,,-,,,-,,.
PHY,108,1,1,10104,GENERAL PHYSICS,,,45,0,Daniel Maser,4,T R,1025-1140,HALE  BROWN,,-,,,-,,.
PHY,108L,1,1,10105,GENERAL PHYSICS LAB,,,15,0,,0,W,1315-1600,OLIN  216,,-,,,-,,.
PHY,108L,2,1,10106,GENERAL PHYSICS LAB,,,15,0,Daniel Maser,0,R,1315-1600,OLIN  216,,-,,,-,,.
PHY,110,1,1,10107,ADVANCED GENERAL PHYSICS II,,,18,0,Michael Weinstein,4,T R,1315-1600,OLIN  111,,-,,,-,,.
PHY,213,1,1,10108,ELECTRONICS FOR SCIENTISTS,,Y,10,0,Mohamed Diagne,4,,-,,,-,,,-,,.
PHY,404,1,1,10110,QUANTUM MECHANICS,,,18,0,Mohamed Diagne,4,T R,1315-1430,OLIN  209,,-,,,-,,.
PSY,100,1,1,10390,INTRODUCTION TO PSYCHOLOGY,,,15,0,Jennifer Gorman,4,M,1025-1225,BIL   211,,-,,,-,,.
PSY,100,2,1,10391,INTRODUCTION TO PSYCHOLOGY,,,15,0,Jennifer Gorman,4,M,1315-1515,BIL   211,,-,,,-,,.
PSY,100,3,1,10392,INTRODUCTION TO PSYCHOLOGY,,,15,0,Jennifer Gorman,4,W,1025-1150,BIL   211,,-,,,-,,.
PSY,100,4,1,10393,INTRODUCTION TO PSYCHOLOGY,,,15,0,Jennifer Gorman,4,W,1315-1515,BIL   211,,-,,,-,,.
PSY,100,5,1,10394,INTRODUCTION TO PSYCHOLOGY,,,15,0,Jillian Marshall,4,T R,1025-1140,BIL   SILFEN AUD,,-,,,-,,.
PSY,100,6,1,10395,INTRODUCTION TO PSYCHOLOGY,,,15,0,Jillian Marshall,4,T R,1025-1140,BIL   SILFEN AUD,T,1315-1515,BIL   211,,-,,.
PSY,100,7,1,10396,INTRODUCTION TO PSYCHOLOGY,,,15,0,Jillian Marshall,4,T R,1025-1140,BIL   SILFEN AUD,R,1315-1515,BIL   211,,-,,.
PSY,100,8,1,10397,INTRODUCTION TO PSYCHOLOGY,,,15,0,Jillian Marshall,4,T R,1025-1140,BIL   SILFEN AUD,F,1025-1225,BIL   211,,-,,.
PSY,201,1,1,10398,PSYCHOLOGICAL STATISTICS,,,18,0,Jeff Moher,4,W F,1025-1140,,W,1900-1950,LIB   PC CLASS,,-,,.
PSY,201,2,1,10399,PSYCHOLOGICAL STATISTICS,,,18,0,Jeff Moher,4,W F,1025-1140,,W,2000-2050,LIB   PC CLASS,,-,,.
PSY,202,1,1,10400,RESEARCH METH IN PSYCHOLOGY,Y,,25,0,Ann Devlin,4,T R,1025-1140,,,-,,,-,,.
PSY,202,2,1,10401,RESEARCH METH IN PSYCHOLOGY,,,25,0,Patrick Rich,4,M W,1025-1140,,,-,,,-,,.
PSY,206,1,1,10402,SOCIAL PSYCHOLOGY,,,38,0,,4,,-,,,-,,,-,,.
PSY,210,1,1,10403,PSYCHOLOG DISORDERS/DYSFUNCT,,,38,0,Audrey Zakriski,4,W F,1315-1430,,,-,,,-,,.
PSY,214,1,1,10173,BIOPSYCHOLOGY,,Y,38,0,Ruth Grahn,4,T R,0900-1015,,,-,,,-,,.
PSY,215,1,1,10404,SENSATION AND PERCEPTION,,,38,0,Joseph Schroeder,4,T R,1150-1305,,,-,,,-,,.
PSY,307,1,1,10405,COGNITIVE PROCESSES,,,28,0,Ann Devlin,4,T R,1315-1430,,,-,,,-,,.
PSY,322,1,1,10179,PSYCHOPHARMACOLOGY,,Y,16,0,Ruth Grahn,4,W F,0900-1015,,R,1315-1600,BIL   314,,-,,.
PSY,336,1,1,10183,NEUROBIOLOGY OF DISEASE,,Y,18,0,Joseph Schroeder,4,M,1315-1600,,,-,,,-,,.
PSY,343,1,1,10406,COGNITIVE BRAIN IMAGING,,,18,0,Joseph Schroeder,4,W,1315-1600,,,-,,,-,,.
PSY,405,1,1,10407,SEM IN PSYCHOPATHOLOGY,,,16,0,,4,R,0900-1145,,,-,,,-,,.
PSY,413,1,1,10408,SELF-DESTRUCTIVE BEHAVIOR,,,16,0,Michael Armey,4,T,1900-2145,,,-,,,-,,.
PSY,416,1,1,10409,CONTROVERSIES IN MENTAL HEALTH,,,15,0,Nakia Hamlett,4,T R,0900-1015,,,-,,,-,,.
PSY,423,1,1,10410,COUPLES & FAMILY THERAPY,,,15,0,,4,M,0900-1145,,,-,,,-,,.
REL,102,1,1,10551,INTRO GLOBAL ISLAMIC STUDIES,,Y,28,0,,4,M W,1445-1600,,,-,,,-,,.
REL,165A,1,1,10587,AFRO-CARIBBEAN DANCE I,,Y,38,0,Rosemarie Roberts,4,M W,1315-1430,CRO   MYERS,,-,,,-,,.
REL,248,1,1,10476,HOLOCAUST/POST-HOL RESPONSES,,Y,28,0,Sharon Portnoff,4,T R,1445-1600,,,-,,,-,,.
REL,298,1,1,10459,CC:RELIGIOUS PRACTICES/ECOLOGY,,Y,28,0,Sufia Uddin,4,,-,,,-,,,-,,.
REL,425,1,1,10478,ANTISEMITISM,,Y,16,0,Sharon Portnoff,4,T R,1025-1140,,,-,,,-,,.
RUS,102,1,1,10456,ELEMENTARY RUSSIAN,,,18,0,Andrea Lanoux,5,M W F,0900-1015,,,-,,,-,,.
RUS,202,1,1,10457,INTERMEDIATE RUSSIAN,,,18,0,Laura Little,4,M W F,0900-1015,,,-,,,-,,.
SLA,107,1,1,10284,"CC:NOMADS, SHAMANS, & MYSTICS",,Y,28,0,Denis Ferhatovic,4,T R,1025-1140,,,-,,,-,,.
SLA,226,1,1,10458,LANGUAGE IN CULTURE,,,28,0,Petko Ivanov,4,T R,1025-1140,,,-,,,-,,.
SLA,490,1,1,10029,NAT'L DIVERSITY/GLOBL CAPIT,,Y,16,0,John Tian,4,W,1900-2145,,,-,,,-,,.
SLA,494,1,1,10465,ADVANCED STUDY SEMINAR,,,16,0,Petko Ivanov,4,T R,1315-1430,,,-,,,-,,.
SOC,103,1,1,10227,INTRODUCTION TO SOCIOLOGY,,,25,0,Ana Campos-Manzo,4,M W,1900-2015,,,-,,,-,,.
SOC,103,2,1,10228,INTRODUCTION TO SOCIOLOGY,,,25,0,Ana Campos-Manzo,4,M W,1615-1730,,,-,,,-,,.
SOC,103,3,1,10229,INTRODUCTION TO SOCIOLOGY,,,25,0,Ronald Flores,4,W F,1315-1430,,,-,,,-,,.
SOC,103,4,1,10230,INTRODUCTION TO SOCIOLOGY,,,25,0,Robert Gay,4,M W,1025-1140,,,-,,,-,,.
SOC,204,1,1,10231,THE SOCIOLOGY OF WALMART,,,16,0,Robert Gay,4,T R,1315-1430,,,-,,,-,,.
SOC,208,1,1,10232,RACE/GENDER AND THE MASS MEDIA,,Y,28,0,Cherise Harris,4,T R,1445-1600,,,-,,,-,,.
SOC,224,1,1,10234,URBAN SOCIOLOGY,,,25,0,Ronald Flores,4,T R,1150-1305,,,-,,,-,,.
SOC,262,1,1,10236,SOCIOLOGY OF FAMILIES,,,28,0,Ronald Flores,4,W F,1025-1140,,,-,,,-,,.
SOC,310,1,1,10238,RACIAL IDENTITY IN AMERICA,,Y,25,0,Cherise Harris,4,T R,1315-1430,,,-,,,-,,.
SOC,325,1,1,10237,FOUND/DEVELOP SOC THEORY,,,16,0,Robert Gay,4,M W,1315-1430,,,-,,,-,,.
STA,107,1,1,10355,INTRODUCTION TO STATISTICS,,,28,0,Whit Irwin,4,MT R,1615-1730,,,-,,,-,,.
STA,107,2,1,10356,INTRODUCTION TO STATISTICS,,,28,0,Priya Kohli,4,T RF,1150-1305,,,-,,,-,,.
STA,206,1,1,10357,STATISTICAL METHODS,,,28,0,Yan Zhuang,4,M W,0900-1015,,,-,,,-,,.
STA,207,1,1,10358,ADVANCED REGRESSION TECHNIQ,,,28,0,Yan Zhuang,4,M W,1315-1430,,,-,,,-,,.
STA,209,1,1,10359,INTRO TO TIME SERIES ANALYSIS,,,28,0,Priya Kohli,4,T R,1025-1140,,,-,,,-,,.
THE,104,1,1,10491,ACTING I: PREPARATION,,,16,0,David Jaffe,4,M W,0940-1140,,,-,,,-,,.
THE,212,1,1,10492,PLAYWRITING: EXPOS TO THE ELEM,,,16,0,Ken Prestininzi,4,M W,0500-1700,,,-,,,-,,.
THE,213A,1,1,10493,PRACTICUM:PRODUCTION INTENSIVE,Y,,28,0,Sabrina Notarfrancisco,1,,-,,,-,,,-,,.
THE,213A,2,1,10494,PRACTICUM:PRODUCTION INTENSIVE,Y,,28,0,Alison Andersen,1,,-,,,-,,,-,,.
THE,213B,1,1,10495,PRACTICUM:PRODUCTION INTENSIVE,Y,,28,0,Sabrina Notarfrancisco,1,,-,,,-,,,-,,.
THE,215A,1,1,10496,PRACTICUM:PRODUCTION PROCESS,Y,,28,0,Alison Andersen,2,,-,,,-,,,-,,.
THE,215A,2,1,10497,PRACTICUM:PRODUCTION PROCESS,Y,,28,0,Ken Prestininzi,2,,-,,,-,,,-,,.
THE,215A,3,1,10498,PRACTICUM:PRODUCTION PROCESS,Y,,28,0,Sabrina Notarfrancisco,2,,-,,,-,,,-,,.
THE,215B,1,1,10499,PRACTICUM:PRODUCTION PROCESS,Y,,28,0,Alison Andersen,2,,-,,,-,,,-,,.
THE,215B,2,1,10500,PRACTICUM:PRODUCTION PROCESS,Y,,28,0,Sabrina Notarfrancisco,2,,-,,,-,,,-,,.
THE,231,1,1,10502,USA PLAYS/AMERICAN DRAMA,,Y,18,0,Ken Prestininzi,4,M W,1315-1430,,,-,,,-,,.
THE,243,1,1,10501,STAGE MGMT: THE HEART OF IT,,,14,0,Alison Andersen,4,T R,1150-1305,,,-,,,-,,.
THE,247,1,1,10504,COSTUME DESIGN AND CONSTRUCTN,,,10,0,Sabrina Notarfrancisco,4,M W,1445-1645,,,-,,,-,,.
THE,276,1,2,10338,MUSICAL THEATER ENSEMBLE,Y,Y,38,0,. To Be Assigned,1,,-,,,-,,,-,,.
THE,313A,1,1,10506,PRACTICUM: PROD APPRENTICESHIP,Y,,28,0,Alison Andersen,2,,-,,,-,,,-,,.
THE,313B,1,1,10507,PRACTICUM: PROD APPRENTICESHIP,Y,,28,0,,2,,-,,,-,,,-,,.
THE,325,1,1,10280,THEATERMAKING 3,,,12,0,,4,M W,1315-1430,,F,1315-1600,,,-,,.
THE,341,1,1,10505,THEATER AND CULTURE II,,,18,0,,4,T R,1025-1140,,,-,,,-,,.
